Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","United Kingdom","GBR","0.431132001369818","3.29439702879768","-1.25277949738877","-4.90974052661784","0.900491452757748","0.662683264905994","0.77816151863685","1.37139554902264","2.28080934506818","1.53554758729182","1.21053092061211","1.12929130133277"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","United States","USA","0.774516200190931","2.94029177499525","-1.23028216873425","-3.62412411472206","1.68111014805687","0.849704540334812","1.45929016640869","0.9567188606119","1.80045545903454","2.08707643757423","0.742794633785039","1.5469978828973"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Uruguay","URY","-0.380064243626279","-2.28211234184271","6.82165477797044","3.87363995749199","7.43090428403241","4.81396608549713","3.19822076816453","4.29280021582753","2.89035932220834","0.0195733057405789","1.32207384763758","2.27822006395549"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Uzbekistan","UZB","-1.02977555772429","2.3735626942556","7.26416338280085","6.29128690065799","5.48003319121923","5.43187386155606","6.61885438975594","6.32624854621442","5.98942094428072","6.13253500815247","5.94172363162116","3.54658229066533"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Vanuatu","VUT","8.82305357048322","3.79402239729019","3.90375263287186","0.875316475177911","-0.740736806892187","-1.11033535269446","-0.553475485469463","-0.309572817995345","0.0744661976189889","-2.95787737789583","1.77019404732187","2.29070298636107"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Venezuela, RB","VEN","3.92918246797356","1.7407196545885","3.59539573235379","-4.7111946752968","-2.98441015158421","2.63743833470724","4.10731538906164","-0.0767726829455455","-5.20920190347542","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Vietnam","VNM","2.86328799099687","5.59796262522876","4.6647026342072","4.36564208462606","5.33208516499317","5.09502637233905","4.06606478723002","4.21688206046255","4.78439886696351","5.50882099933763","5.09051077615817","5.72587784766472"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Virgin Islands (U.S.)","VIR","NA","NA","0.885831728545483","-6.64665987663984","0.947883004836896","-8.10247914253996","-14.9399230232645","-5.6724406001762","-0.815274734184001","0.356159289745108","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","West Bank and Gaza","PSE","NA","-12.2067971061546","-9.98314667247993","15.6950612623614","-0.151333035752813","4.39988797269892","11.1440213154151","-7.0946822265504","-3.97425327493661","9.12070202961107","0.520119693282069","-6.08096588526095"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Yemen, Rep.","YEM","NA","3.23178314636969","0.843691198827528","1.06991141311892","4.81958836364073","-15.0378262916689","-0.310776849397087","2.09239693092178","-2.73653435879369","-38.711018272758","-35.9298464168426","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Zambia","ZMB","-3.12728457160335","1.02141739369523","4.83669129004683","6.18555182747893","7.1635462740759","2.49551663971307","4.41226736157614","1.91676971540808","1.56075051075031","-0.145952013716993","0.687854852430547","1.01580932956355"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Zimbabwe","ZWE","4.04072163030955","-4.31009855936352","-19.0568308466182","9.97450135700171","10.3774264425668","13.0357174292186","12.2502399020015","3.12064291099328","-0.239734003221344","-0.667922674272916","-1.70749772733316","1.07185343826272"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Arab World","ARB","9.13997262408368","3.17918211291286","3.23646549934595","-1.93586806533233","2.29148140458959","1.22782550956477","4.29123714892856","0.866009637832292","0.262691673462825","1.13528366576823","0.939867799846496","-0.770408386945419"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Caribbean small states","CSS","0.561527258074406","2.76268186056812","0.648859221184267","-4.11407206057092","0.76654498014743","0.404170154311487","0.712470707134585","0.350510131012044","-0.0306472834864735","0.616194228674601","-2.4383983809919","-0.50409674862648"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Central Europe and the Baltics","CEB","NA","4.70783659297483","4.13190363807527","-3.32055109098496","2.08278970936613","3.57688725839959","0.870628936072563","1.56239497291979","3.19019855686766","4.04480740131629","3.32805472022048","4.85455647286734"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Early-demographic dividend","EAR","3.46273380108404","2.61017411320996","1.98751435407686","-0.829413874501228","4.85558069033831","3.66435823193876","2.71551845301722","2.80886334145009","2.54704495932685","3.2089636863636","3.11069463448544","3.21815935506511"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","East Asia & Pacific","EAS","3.54203433464426","3.90629547414471","2.79227460466782","0.701489231923063","6.34733027303791","3.92107690998427","3.97335756738528","4.04140164059879","3.41897291322577","3.46366419976962","3.39821791397053","3.84598884757136"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","East Asia & Pacific (excluding high income)","EAP","3.72783452072176","6.44807193851391","7.64952275057512","6.92806282694463","9.00069814563582","7.68860899426865","6.7337615687111","6.41845668779449","5.9880884407109","5.73149498312328","5.56160664142054","5.80972724772496"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","East Asia & Pacific (IDA & IBRD countries)","TEA","3.72629120351526","6.44636315472509","7.64753789019544","6.92606657496584","8.99853580647803","7.68662049339908","6.73188685570609","6.41621464798186","5.98555033949799","5.72901654843616","5.55879020000754","5.80624282205031"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Euro area","EMU","3.09334503432184","3.51858523328737","-0.0495056689704967","-4.82636170982718","1.84461901396273","1.82435732905329","-1.11200359581923","-0.585645400082427","0.992154511311711","1.76463289220192","1.47703648013058","2.11218320575124"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Europe & Central Asia","ECS","1.79004131343868","4.18886389033793","0.60508544980604","-4.85918924495195","2.18271643952744","2.1653954778168","-0.10976742561985","0.420714227825584","1.35551794045408","1.4845876522718","1.34693548060585","2.16246078984523"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Europe & Central Asia (excluding high income)","ECA","-2.06370987612183","7.97205582114877","4.08637621320796","-6.40643054770376","4.63727922635077","5.97511838361878","3.07350230474044","3.39937226520846","1.61119682077404","-0.0454550278102204","0.899826937750831","3.41117115313403"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Europe & Central Asia (IDA & IBRD countries)","TEC","-2.03530124077118","7.51181717538745","4.05611580563536","-5.3124130523164","4.39469183576887","5.74383052804484","2.77639466477628","3.0627783013333","1.77945701778286","0.462188910328237","1.16500081534761","3.5306848868867"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","European Union","EUU","2.62597090549141","3.72901198007118","0.105020464410103","-4.63562707009044","1.87732503072739","1.78788137550563","-0.642018550094235","-0.0395249818072045","1.42834563759662","2.01025779596765","1.65763645701522","2.18675610336265"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Fragile and conflict affected situations","FCS","11.1168093905885","-0.590070057706612","2.82922999059146","2.19060298048122","3.65224679981684","-7.6941002476446","11.3940703687291","1.21449217315094","-1.26790907461178","-0.180978499149688","1.87929160425968","1.05073976425911"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Heavily indebted poor countries (HIPC)","HPC","-3.95269261685256","-0.0435516854124245","3.10012548965987","1.39543710256554","2.77182713720376","1.84179044459304","2.87081591600978","2.85112541288083","2.70913850374373","2.22554390442392","1.69703738472626","2.43214146584208"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","High income","HIC","2.28476591396596","3.34901131996972","-0.480480759155711","-4.14014628618784","2.3017390094351","1.3892066446726","0.629235420775885","0.771250158789599","1.37930663353035","1.71647657646372","1.0487975353395","1.66490699595442"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","IBRD only","IBD","0.342112587508041","4.37720646267488","4.56593563011967","1.03299707098779","6.38852180427938","5.13039229504579","3.96314466715653","3.93587969527027","3.24787839338239","2.84137452658688","3.10125279064751","3.89644910866784"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","IDA & IBRD total","IBT","0.258720666939723","4.00186225415109","4.22797095719653","0.912540408659311","5.97002817455814","4.70244948804073","3.65732251167366","3.65461134563643","3.01715342664637","2.51886159237382","2.69471027515398","3.52552734273009"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","IDA blend","IDB","3.87485331776378","1.5507280729929","1.85891590192122","2.80747071446332","3.57752432407285","2.2941888911087","2.11161858472812","2.82032691489864","3.41661941819882","1.46007847542894","-0.715708845454941","0.446159025510013"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","IDA only","IDX","-2.09370383079272","1.48724537801057","3.89490889245354","2.35395838416056","3.69586619940878","2.09470443945308","3.59583928700226","3.6584412815033","3.29990548303117","1.73364324263542","2.11553425720818","3.78872923792071"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","IDA total","IDA","1.09951870885969","1.4860938637003","2.83326851802434","2.59183595783156","3.65897374524222","2.22557181171258","2.84456542094122","3.24649502090799","3.37870071562681","1.60828040207399","0.67305455640691","2.09097176508423"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Late-demographic dividend","LTE","-1.1051326072371","5.9490019914598","5.87280471935362","2.02067897373497","6.98933861919093","6.19792444577634","4.71755528316207","4.56108122364979","3.93580205213317","3.188754668412","3.05887850846132","4.18740359967012"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Latin America & Caribbean","LCN","-1.46027012776743","2.27124178978144","2.65149793456767","-3.05538994828578","4.57142103480433","3.13421111362268","1.62208403758699","1.63262617303863","-0.113133890944482","-0.985872213461022","-1.50645786203536","0.702983980084369"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Latin America & Caribbean (excluding high income)","LAC","-1.3323573972244","2.64345582772454","2.72388311963631","-2.76594865187219","4.31318275905559","2.95464909107837","1.85356674877744","1.61087227505696","0.132612176604852","-1.43360317209222","-1.50743260103418","0.547034228276601"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Latin America & the Caribbean (IDA & IBRD countries)","TLA","-1.35320242513686","2.22654555278214","2.75549648321569","-3.11706383337987","4.72514910997594","3.22776357849965","1.6510088206614","1.66983710503384","-0.105387650451078","-1.05704697590058","-1.50182513268973","0.669139227120169"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Least developed countries: UN classification","LDC","-2.57558636823153","1.7180852919914","4.96438077238146","2.38941606837999","3.46158510152668","1.74090273618044","3.11917495738231","3.38988722131654","2.94139992775906","1.34087523858118","1.20269679716054","2.83885462477606"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Low & middle income","LMY","0.26827785994341","4.20989284692442","4.30766068554718","1.15869090310183","6.02783560261668","4.7281870727232","3.8674193262316","3.79263027067003","3.19271688829559","2.55993007027028","2.85627659388652","3.59972564354779"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Low income","LIC","-2.46120407953147","-0.383166033516119","2.09174960972238","2.46757512687836","3.92446488590087","1.82682791240521","3.6055635231028","3.0846589322077","3.05128651738103","-0.774295924518924","-0.100636612272012","3.0263402774233"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Lower middle income","LMC","1.33239768476723","2.54466197913821","3.35414643387466","3.43946052640247","5.76771135728222","3.90539633911315","3.58055008274978","3.9715251537916","4.11768107944933","4.17435632845311","3.68520258001321","3.84497092385419"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Middle East & North Africa","MEA","9.29744185599128","3.68983133494012","2.22028856516616","-1.60172770388736","2.79253785295563","1.51013858720334","1.78631563354914","0.630231913163783","0.902305431623574","0.624773451181397","2.77996727931667","0.094621077200685"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Middle East & North Africa (excluding high income)","MNA","9.13257327875179","2.36953271772154","1.60589392854236","0.760469320034261","3.32526457052727","-2.76794610901312","0.981842472149452","-0.236400236308882","0.270004730976382","-0.80593666908868","5.19896808786908","1.81240390399518"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Middle East & North Africa (IDA & IBRD countries)","TMN","10.0881591954427","2.50724175562105","1.68905736294998","0.675850741327494","3.35457625246374","-2.81184890809104","0.91101142655161","-0.175286330729861","0.308099019248289","-0.875905962870107","5.24334928196583","1.88279117534395"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Middle income","MIC","0.377096507692769","4.3961550499166","4.48994752765056","1.28230335201476","6.20751000821132","4.91530984722925","4.01152868109125","3.94259487086876","3.33560186939094","2.75543570275288","3.04975484772201","3.76253377431499"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","North America","NAC","0.558959299535573","3.06739380787997","-1.12015124174719","-3.6672134984705","1.7044849372333","0.972487387508707","1.3669213531698","0.989094304003729","1.79490782824409","1.89615814900228","0.68896217098613","1.57042536023737"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Not classified","INX","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","OECD members","OED","2.21125759235355","3.29831611623499","-0.589721700244198","-4.23137276465815","2.20364674047633","1.28951204517591","0.625193967707816","0.772202185723913","1.40348314431414","1.77142909718371","1.07618572707999","1.74884781713102"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Other small states","OSS","NA","NA","4.68234610870249","-0.750962452059184","5.598742265262","5.13139062724477","1.28107455036563","0.729106227785636","0.69088823441102","0.516620987337049","0.0799277839687704","0.211196916542761"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Pacific island small states","PSS","2.72764270954373","-1.7663203125294","0.573737788216661","-2.66101344892877","1.48489188891571","2.77374124080094","0.500866329656247","1.51268448274054","2.59577796527519","1.9860226499539","0.792563433264903","1.9909226968314"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Post-demographic dividend","PST","2.19214683105213","3.42531466828051","-0.452192903505846","-4.07268094555911","2.30812775713251","1.29153664299193","0.678690751737051","0.824752443862693","1.44076374774227","1.64503339557393","1.15540276344453","1.7956003044935"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Pre-demographic dividend","PRE","7.07511221835058","0.276234208480659","3.86382802490009","1.87416676652563","3.03661809302416","1.68963618099802","3.10054010678387","2.56783677283825","1.78173262944775","0.777024579736249","-0.239184776636307","-0.898651245229516"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","Small states","SST","NA","2.78646753465483","3.97261592321578","-1.26581128399395","4.83646644203183","4.46117253728953","1.30223892052965","0.798514285976964","0.723765234673877","0.660374294032366","-0.163567936625185","0.241616991992672"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","South Asia","SAS","3.12304287978836","2.1685268441508","2.33723116883253","6.04910150442552","7.50773103994318","4.83577381936557","4.08209291043427","4.65643340238033","5.59020976057221","6.22661572850028","5.49236865797515","5.16718246182164"
GDP per capita growth (annual %),"NY.GDP.PCAP.KD.ZG","South Asia (IDA & IBRD)","TSA","3.12304287978836","2.1685268441508","2.33723116883253","6.04910150442552","7.50773103994318","4.83577381936557","4.08209291043427","4.65643340238033","5.59020976057221","6.22661572850028","5.49236865797515","5.16718246182164"
